product_name,brand,price,currency,breadcrumbs,pdp_url,variants,image_url,description
Justice Spiral Notebook,Atrium,10.50,USD,Home/All Products/Justice Spiral Notebook,https://www.shopjustice.com/collections/all-products/products/gwp-justice-notebook-732000-multi,"{""size"":[""ONE SIZE""],""color"":""MULTI""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/732000_multi_1_grande.jpg?v=1626812077,"For journaling, doodling, and setting goals, your girl will love this notebook. It comes free with a purchase of $75 or more!#732000Includes: one notebook and one pen$14 valueMan-madeImported"
Patterned Crop Sweatshirt,Adjmi,13.00,USD,Home/All Products/Patterned Crop Sweatshirt,https://www.shopjustice.com/collections/all-products/products/aop-fleece-crew-302323-paparazzi-purple-dye-effect,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Paparazzi Purple Dye Effect""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/302323_paparazzi-purple-dye-effect_1_grande.jpg?v=1625597456,"Cotton-blend fleece fabric gives our girls’ sweatshirts a cozy finish. Color blocking highlights the crew neckline, banded cuffs, and cropped hemline. An allover pattern offers standout style. And a graphic punctuates the front. She can style them easy-to-pair pieces from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#30232352% cotton and 48% polyesterMachine wash, tumble dryImported"
Patterned Crop Sweatshirt,Adjmi,13.00,USD,Home/All Products/Patterned Crop Sweatshirt,https://www.shopjustice.com/collections/all-products/products/aop-fleece-crew-302323-olive-camo,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Olive Camo""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/302323_olive-camo_1_grande.jpg?v=1625688417,"Cotton-blend fleece fabric gives our girls’ sweatshirts a cozy finish. Color blocking highlights the crew neckline, banded cuffs, and cropped hemline. An allover pattern offers standout style. And a graphic punctuates the front. She can style them easy-to-pair pieces from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#30232352% cotton and 48% polyesterMachine wash, tumble dryImported"
Patterned Joggers,Adjmi,13.00,USD,Home/All Products/Patterned Joggers,https://www.shopjustice.com/collections/all-products/products/aop-fleece-jogger-453351-angel-peach-camo,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Angel Peach Camo""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/453351_angel-peach-camo_1_grande.jpg?v=1625597502,"Cotton-blend fleece fabric gives our girls’ joggers a cozy finish. A sweet bow is stationed on the stretchy waistband. Color blocking highlights the banded cuffs. An allover pattern brings standout style. And a graphic punctuates the front of one of the legs. She can style them with other easy-to-pair styles from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#45335152% cotton and 48% polyesterMachine wash, tumble dryImported"
Patterned Crop Sweatshirt,Adjmi,13.00,USD,Home/All Products/Patterned Crop Sweatshirt,https://www.shopjustice.com/collections/all-products/products/aop-fleece-crew-302323-caribbean-sea-dye-effect,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Caribbean Sea Dye Effect""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/302323_caribbean-sea-dye-effect_1_grande.jpg?v=1628879007,"Cotton-blend fleece fabric gives our girls’ sweatshirts a cozy finish. Color blocking highlights the crew neckline, banded cuffs, and cropped hemline. An allover pattern offers standout style. And a graphic punctuates the front. She can style them easy-to-pair pieces from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#30232352% cotton and 48% polyesterMachine wash, tumble dryImported"
Patterned Crop Sweatshirt,Adjmi,13.00,USD,Home/All Products/Patterned Crop Sweatshirt,https://www.shopjustice.com/collections/all-products/products/aop-fleece-crew-302323-angel-peach-camo,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Angel Peach Camo""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/302323_angel-peach-camo_1_grande.jpg?v=1625597445,"Cotton-blend fleece fabric gives our girls’ sweatshirts a cozy finish. Color blocking highlights the crew neckline, banded cuffs, and cropped hemline. An allover pattern offers standout style. And a graphic punctuates the front. She can style them easy-to-pair pieces from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#30232352% cotton and 48% polyesterMachine wash, tumble dryImported"
Patterned Joggers,Adjmi,13.00,USD,Home/All Products/Patterned Joggers,https://www.shopjustice.com/collections/all-products/products/aop-fleece-jogger-453351-caribbean-sea-dye-effect,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Caribbean Sea Dye Effect""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/453351_caribbean-sea-dye-effect_1_grande.jpg?v=1628879163,"Cotton-blend fleece fabric gives our girls’ joggers a cozy finish. A sweet bow is stationed on the stretchy waistband. Color blocking highlights the banded cuffs. An allover pattern brings standout style. And a graphic punctuates the front of one of the legs. She can style them with other easy-to-pair styles from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#45335152% cotton and 48% polyesterMachine wash, tumble dryImported"
Patterned Crop Sweatshirt,Adjmi,13.00,USD,Home/All Products/Patterned Crop Sweatshirt,https://www.shopjustice.com/collections/all-products/products/aop-fleece-crew-302323-black-multi,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Black Multi""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/302323_black-multi_1_grande.jpg?v=1625597446,"Cotton-blend fleece fabric gives our girls’ sweatshirts a cozy finish. Color blocking highlights the crew neckline, banded cuffs, and cropped hemline. An allover pattern offers standout style. And a graphic punctuates the front. She can style them easy-to-pair pieces from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#30232352% cotton and 48% polyesterMachine wash, tumble dryImported"
Patterned Joggers,Shop Justice,13.00,USD,Home/All Products/Patterned Joggers,https://www.shopjustice.com/collections/all-products/products/aop-fleece-jogger-453351-olive-camo,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Olive Camo""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/453351_olive-camo_1_grande.jpg?v=1625690178,"Cotton-blend fleece fabric gives our girls’ joggers a cozy finish. A sweet bow is stationed on the stretchy waistband. Color blocking highlights the banded cuffs. An allover pattern brings standout style. And a graphic punctuates the front of one of the legs. She can style them with other easy-to-pair styles from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#45335152% cotton and 48% polyesterMachine wash, tumble dryImported"
Patterned Joggers,Adjmi,13.00,USD,Home/All Products/Patterned Joggers,https://www.shopjustice.com/collections/all-products/products/aop-fleece-jogger-453351-neutral-leopard,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Neutral Leopard""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/453351_neutral-leopard_1_grande.jpg?v=1625597508,"Cotton-blend fleece fabric gives our girls’ joggers a cozy finish. A sweet bow is stationed on the stretchy waistband. Color blocking highlights the banded cuffs. An allover pattern brings standout style. And a graphic punctuates the front of one of the legs. She can style them with other easy-to-pair styles from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#45335152% cotton and 48% polyesterMachine wash, tumble dryImported"
Patterned Crop Sweatshirt,Adjmi,13.00,USD,Home/All Products/Patterned Crop Sweatshirt,https://www.shopjustice.com/collections/all-products/products/aop-fleece-crew-302323-neutral-leopard,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Neutral Leopard""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/302323_neutral-leopard_1_grande.jpg?v=1625597453,"Cotton-blend fleece fabric gives our girls’ sweatshirts a cozy finish. Color blocking highlights the crew neckline, banded cuffs, and cropped hemline. An allover pattern offers standout style. And a graphic punctuates the front. She can style them easy-to-pair pieces from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#30232352% cotton and 48% polyesterMachine wash, tumble dryImported"
Patterned Joggers,Adjmi,13.00,USD,Home/All Products/Patterned Joggers,https://www.shopjustice.com/collections/all-products/products/aop-fleece-jogger-453351-black-multi,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Black Multi""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/453351_black-multi_1_grande.jpg?v=1625597504,"Cotton-blend fleece fabric gives our girls’ joggers a cozy finish. A sweet bow is stationed on the stretchy waistband. Color blocking highlights the banded cuffs. An allover pattern brings standout style. And a graphic punctuates the front of one of the legs. She can style them with other easy-to-pair styles from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#45335152% cotton and 48% polyesterMachine wash, tumble dryImported"
Patterned Crop Sweatshirt,Adjmi,13.00,USD,Home/All Products/Patterned Crop Sweatshirt,https://www.shopjustice.com/collections/all-products/products/aop-fleece-crew-302323-rhododendren,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Rhododendren""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/302323_rhododendron-dye-effect_1_grande.jpg?v=1625597457,"Cotton-blend fleece fabric gives our girls’ sweatshirts a cozy finish. Color blocking highlights the crew neckline, banded cuffs, and cropped hemline. An allover pattern offers standout style. And a graphic punctuates the front. She can style them easy-to-pair pieces from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#30232352% cotton and 48% polyesterMachine wash, tumble dryImported"
Patterned Joggers,Adjmi,13.00,USD,Home/All Products/Patterned Joggers,https://www.shopjustice.com/collections/all-products/products/aop-fleece-jogger-453351-paparazzi-purple-dye-effect,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Paparazzi Purple Dye Effect""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/453351_paparazzi-purple-dye-effect_1_grande.jpg?v=1625597512,"Cotton-blend fleece fabric gives our girls’ joggers a cozy finish. A sweet bow is stationed on the stretchy waistband. Color blocking highlights the banded cuffs. An allover pattern brings standout style. And a graphic punctuates the front of one of the legs. She can style them with other easy-to-pair styles from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#45335152% cotton and 48% polyesterMachine wash, tumble dryImported"
Graphic Hoodie,Adjmi,13.00,USD,Home/All Products/Graphic Hoodie,https://www.shopjustice.com/collections/all-products/products/solid-fleece-hoodie-309352-black,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Black""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/309352_black_1_grande.jpg?v=1625597470,"Cotton-blend fleece fabric gives our girls’ sweatshirts a cozy finish. A bold graphic highlights the front. They sport a classic hood with long sleeves and banded cuffs. The pullover design promises easy layering. The rolled hemline offers visual interest. Effortlessly pair them with matching joggers.#30935252% cotton and 48% polyesterMachine wash, tumble dryImported"
Patterned Joggers,Adjmi,13.00,USD,Home/All Products/Patterned Joggers,https://www.shopjustice.com/collections/all-products/products/aop-fleece-jogger-453351-rhododendron-dye-effect,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Rhododendron Dye Effect""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/453351_rhododendron-dye-effect_1_grande.jpg?v=1625597514,"Cotton-blend fleece fabric gives our girls’ joggers a cozy finish. A sweet bow is stationed on the stretchy waistband. Color blocking highlights the banded cuffs. An allover pattern brings standout style. And a graphic punctuates the front of one of the legs. She can style them with other easy-to-pair styles from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#45335152% cotton and 48% polyesterMachine wash, tumble dryImported"
Graphic Hoodie,Adjmi,13.00,USD,Home/All Products/Graphic Hoodie,https://www.shopjustice.com/collections/all-products/products/solid-fleece-hoodie-309352-paparazzi-purple,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Paparazzi Purple""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/309352_paparazzi-purple_1_grande.jpg?v=1625597473,"Cotton-blend fleece fabric gives our girls’ sweatshirts a cozy finish. A bold graphic highlights the front. They sport a classic hood with long sleeves and banded cuffs. The pullover design promises easy layering. The rolled hemline offers visual interest. Effortlessly pair them with matching joggers.#30935252% cotton and 48% polyesterMachine wash, tumble dryImported"
Graphic Joggers,Adjmi,13.00,USD,Home/All Products/Graphic Joggers,https://www.shopjustice.com/collections/all-products/products/solid-fleece-jogger-459185-bluebird,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Bluebird""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/459185_bluebird_1_grande.jpg?v=1625597521,"Cotton-blend fleece fabric gives our girls’ joggers a cozy finish. A sweet bow is stationed on the stretchy waistband. Color blocking highlights the banded cuffs. A bright hue brings standout style. And a graphic punctuates the front of one of the legs. She can style them with other easy-to-pair styles from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#45918552% cotton and 48% polyesterMachine wash, tumble dryImported"
Graphic Joggers,Adjmi,13.00,USD,Home/All Products/Graphic Joggers,https://www.shopjustice.com/collections/all-products/products/solid-fleece-jogger-459185-paparazzi-purple,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Paparazzi Purple""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/459185_paparazzi-purple_1_grande.jpg?v=1625597522,"Cotton-blend fleece fabric gives our girls’ joggers a cozy finish. A sweet bow is stationed on the stretchy waistband. Color blocking highlights the banded cuffs. A bright hue brings standout style. And a graphic punctuates the front of one of the legs. She can style them with other easy-to-pair styles from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#45918552% cotton and 48% polyesterMachine wash, tumble dryImported"
Graphic Hoodie,Adjmi,13.00,USD,Home/All Products/Graphic Hoodie,https://www.shopjustice.com/collections/all-products/products/solid-fleece-hoodie-309352-atomic-berry,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Atomic Berry""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/309352_atomic-berry_1_grande.jpg?v=1625597466,"Cotton-blend fleece fabric gives our girls’ sweatshirts a cozy finish. A bold graphic highlights the front. They sport a classic hood with long sleeves and banded cuffs. The pullover design promises easy layering. The rolled hemline offers visual interest. Effortlessly pair them with matching joggers.#30935252% cotton and 48% polyesterMachine wash, tumble dryImported"
Graphic Joggers,Adjmi,13.00,USD,Home/All Products/Graphic Joggers,https://www.shopjustice.com/collections/all-products/products/solid-fleece-jogger-459185-black,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Black""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/459185_black_1_grande.jpg?v=1625597519,"Cotton-blend fleece fabric gives our girls’ joggers a cozy finish. A sweet bow is stationed on the stretchy waistband. Color blocking highlights the banded cuffs. The solid hue brings standout style. And a graphic punctuates the front of one of the legs. She can style them with other easy-to-pair styles from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#45918552% cotton and 48% polyesterMachine wash, tumble dryImported"
Graphic Hoodie,Adjmi,13.00,USD,Home/All Products/Graphic Hoodie,https://www.shopjustice.com/collections/all-products/products/solid-fleece-hoodie-309352-steel-heather,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Steel Heather""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/309352_steel-heather_1_grande.jpg?v=1625597474,"Cotton-blend fleece fabric gives our girls’ sweatshirts a cozy finish. A bold graphic highlights the front. They sport a classic hood with long sleeves and banded cuffs. The pullover design promises easy layering. The rolled hemline offers visual interest. Effortlessly pair them with matching joggers.#30935252% cotton and 48% polyesterMachine wash, tumble dryImported"
Graphic Joggers,Adjmi,13.00,USD,Home/All Products/Graphic Joggers,https://www.shopjustice.com/collections/all-products/products/solid-fleece-jogger-459185-atomic-berry,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Atomic Berry""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/459185_atomic-berry_1_grande.jpg?v=1625597515,"Cotton-blend fleece fabric gives our girls’ joggers a cozy finish. A sweet bow is stationed on the stretchy waistband. Color blocking highlights the banded cuffs. A bright hue brings standout style. And a graphic punctuates the front of one of the legs. She can style them with other easy-to-pair styles from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#45918552% cotton and 48% polyesterMachine wash, tumble dryImported"
Tie-Dye Asymmetrical Longline Bra,Adjmi,12.00,USD,Home/All Products/Tie-Dye Asymmetrical Longline Bra,https://www.shopjustice.com/collections/all-products/products/one-shoulder-long-line-bra-305324-black-rainbow,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Black Rainbow""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/305324_black-rainbow_1_grande.jpg?v=1625266479,"Our girls’ bras are a subtle first layer for confidently styling her looks. The asymmetrical neckline lends a pop of panache. They’re wireless with a ton of stretch—which promises a comfy fit. A band and straps keep them secure. Plus, the tie-dye pattern gives them standout allure.#30532490% polyester and 10% spandexMachine wash, tumble dryImported"
Tie-Dye Asymmetrical Longline Bra,Adjmi,12.00,USD,Home/All Products/Tie-Dye Asymmetrical Longline Bra,https://www.shopjustice.com/collections/all-products/products/one-shoulder-long-line-bra-305324-white-rainbow,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""White Rainbow""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/305324_white-rainbow_1_grande.jpg?v=1625266518,"Our girls’ bras are a subtle first layer for confidently styling her looks. The asymmetrical neckline lends a pop of panache. They’re wireless with a ton of stretch—which promises a comfy fit. A band and straps keep them secure. Plus, the tie-dye pattern gives them standout allure.#30532490% polyester and 10% spandexMachine wash, tumble dryImported"
Color Block Crop Sweatshirt,Adjmi,16.50,USD,Home/All Products/Color Block Crop Sweatshirt,https://www.shopjustice.com/collections/all-products/products/colorblock-crop-sweatshirt-heart-graffiti-309554-black-graffiti,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Black Graffiti""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/309554_black-graffiti_1_grande.jpg?v=1625269779,"A standout pattern and color-block design highlight our girls’ sweatshirts. The crew neckline and long sleeves with banded cuffs bring classic style. The cropped cut gives them modern edge. The pullover design makes them easy to layer. And soft, cotton jersey fabric promises comfortable wear. She can pair them with leggings or Justice Denim jeans for an easy-to-style outfit.#309554Body: 100% cottonSelf: 95% cotton and 5% elastaneMachine wash, tumble dryImported"
Graphic Hoodie,Adjmi,13.00,USD,Home/All Products/Graphic Hoodie,https://www.shopjustice.com/collections/all-products/products/solid-fleece-hoodie-309352-bluebird,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Bluebird""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/309352_bluebird_1_grande.jpg?v=1625597471,"Cotton-blend fleece fabric gives our girls’ sweatshirts a cozy finish. A bold graphic highlights the front. They sport a classic hood with long sleeves and banded cuffs. The pullover design promises easy layering. The rolled hemline offers visual interest. Effortlessly pair them with matching joggers.#30935252% cotton and 48% polyesterMachine wash, tumble dryImported"
J Sport Crop Leggings,Adjmi,18.00,USD,Home/All Products/J Sport Crop Leggings,https://www.shopjustice.com/collections/all-products/products/taping-legging-452014-cat-dye-grey,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Cat Dye Grey""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/452014_cat-dye-grey_1_grande.jpg?v=1627664876,"We designed our girls’ leggings with a wide waistband and super-stretchy fabric that’s super-comfy and follows her every movement. They sport easy-to-pair hues that are perfect for mixing and matching. Plus, logo taping down the side is an unexpected sporty detail.#45201490% polyester and 10% elastaneMachine wash, tumble dryImported"
Patterned Short Sleeve Tee,Adjmi,13.50,USD,Home/All Products/Patterned Short Sleeve Tee,https://www.shopjustice.com/collections/all-products/products/blocked-tee-chevron-rainbow-307461-black-rainbow,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Black Rainbow""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/307461_black-rainbow_1-v2_grande.jpg?v=1624918251,"Our girls’ tees have scoop necklines. The soft, cotton-blend fabric promises comfortable wear. Cool sports stripes pop against the brightly hued pattern. And a sweet logo highlights the front. They’re a perfect match for Justice Denim jeans.#30746160% cotton and 40% polyesterMachine wash, tumble dryImported"
J Sport Zip-Up Sweatshirt,Adjmi,21.00,USD,Home/All Products/J Sport Zip-Up Sweatshirt,https://www.shopjustice.com/collections/all-products/products/full-zip-mock-neck-sweatshirt-307666-black,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Black""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/307666_black_1_grande.jpg?v=1625011569,"French terry cotton-blend fabric gives our girls’ sweatshirts a cozy finish. They zip up and have a drawstring waistband—for fuss-free wear. A graphic punctuates the front. Plus, logo taping down the long sleeves is an unexpected sporty detail. She can pair them with matching leggings for an easy-to-style outfit.#30766668% cotton and 32% polyesterMachine wash, tumble dryImported"
Color Block Crop Sweatshirt,Adjmi,16.50,USD,Home/All Products/Color Block Crop Sweatshirt,https://www.shopjustice.com/collections/all-products/products/colorblock-crop-sweatshirt-chevron-rainbow-309554-black-rainbow,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Black Rainbow""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/309554_black-rainbow_1_grande.jpg?v=1625011601,"A standout pattern and color-block design highlight our girls’ sweatshirts. The crew neckline and long sleeves with banded cuffs bring classic style. The cropped cut gives them modern edge. The pullover design makes them easy to layer. And soft, cotton jersey fabric promises comfortable wear. She can pair them with leggings or Justice Denim jeans for an easy-to-style outfit.#309554Body: 100% cottonSelf: 95% cotton and 5% elastaneMachine wash, tumble dryImported"
J Sport Crop Leggings,Adjmi,18.00,USD,Home/All Products/J Sport Crop Leggings,https://www.shopjustice.com/collections/all-products/products/taping-legging-450609-black,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Black""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/450609_black_1_grande.jpg?v=1625011614,"We designed our girls’ leggings with a wide waistband and super-stretchy fabric that’s super-comfy and follows her every movement. They sport easy-to-pair hues that are perfect for mixing and matching. Plus, logo taping down the side is an unexpected sporty detail.#45060990% polyester and 10% elastaneMachine wash, tumble dryImported"
Color Block Scoop Neck Tee,Adjmi,13.50,USD,Home/All Products/Color Block Scoop Neck Tee,https://www.shopjustice.com/collections/all-products/products/side-split-jsport-tee-303938-athletic-blue,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Athletic Blue""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/303938_athletic-blue_1_grande.jpg?v=1625011548,"Our girls’ tees have a standout color block design. The slub-jersey cotton-blend fabric is super-soft and promises daylong comfort. A cool graphic highlights the front. The relaxed cut lends full coverage. And the rounded hemline makes sure her tees add structure to outfits—even when untucked.#30393860% cotton and 40% polyesterMachine wash, tumble dryImported"
Graphic Joggers,Adjmi,13.00,USD,Home/All Products/Graphic Joggers,https://www.shopjustice.com/collections/all-products/products/solid-fleece-jogger-459185-steel-heather,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Steel Heather""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/459185_steel-heather_1_grande.jpg?v=1625597521,"Cotton-blend fleece fabric gives our girls’ joggers a cozy finish. A sweet bow is stationed on the stretchy waistband. Color blocking highlights the banded cuffs. The solid hue brings standout style. And a graphic punctuates the front of one of the legs. She can style them with other easy-to-pair styles from our Everyday Faves collection—which offers tons of value and is perfect for a girl who’s just discovering her own, unique personal style.#45918552% cotton and 48% polyesterMachine wash, tumble dryImported"
Color Block Crop Sweatshirt,Adjmi,16.50,USD,Home/All Products/Color Block Crop Sweatshirt,https://www.shopjustice.com/collections/all-products/products/colorblock-crop-sweatshirt-tonal-blue-309554-athletic-blue,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Athletic Blue""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/309554_athletic-blue_1_grande.jpg?v=1625011598,"A color-block design highlight our girls’ sweatshirts. The crew neckline and long sleeves with banded cuffs bring classic style. The cropped cut gives them modern edge. The pullover design makes them easy to layer. And soft, cotton jersey fabric promises comfortable wear. She can pair them with leggings or Justice Denim jeans for an easy-to-style outfit.#309554Body: 100% cottonSelf: 95% cotton and 5% elastaneMachine wash, tumble dryImported"
Color Block Scoop Neck Tee,Adjmi,13.50,USD,Home/All Products/Color Block Scoop Neck Tee,https://www.shopjustice.com/collections/all-products/products/side-split-jsport-tee-303938-black,"{""size"":[""XS (5/6)"",""S (7/8)"",""M (10)"",""L (12/14)"",""XL (16/18)"",""XXL (16P/18P)""],""color"":""Black""}",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/303938_black_1_grande.jpg?v=1625011538,"Our girls’ tees have a standout color block design. The slub-jersey cotton-blend fabric is super-soft and promises daylong comfort. A cool graphic highlights the front. The relaxed cut lends full coverage. And the rounded hemline makes sure her tees add structure to outfits—even when untucked.#30393860% cotton and 40% polyesterMachine wash, tumble dryImported"
